Unnamed: 0,word,freq,profanity,hr
9548,krach,139,kurwach,83
9579,zapewniać,138,zapierniczać,76
9582,rozszarpać,138,zasrać,75
9629,rozpalać,137,rozpierdalać,80
9659,stryjek,136,ryj,90
9662,podróżowanie,136,downie,75
9678,spiczasty,135,picza,90
9687,szperać,135,spieprzać,75
9689,awaryjny,135,ryj,90
9695,mamcia,135,cipa,77
9701,lilia,135,wypierdolili,80
9704,zawodowiec,135,downie,75
9706,pocieszająco,135,srając,75
9709,efektownie,135,downie,75
9727,kokieteryjnie,134,ryj,90
9731,wzajemny,134,zajebany,75
9740,jen,134,jebna,75
9742,pilnowanie,134,downie,75
9745,planowanie,134,downie,75
9779,masakra,133,kórwa,77
9806,nieprzyjaźnie,132,pieprz,75
9833,kwik,132,kurwik,80
9847,przegrywać,131,zesrywać,78
9849,współżycie,131,cipe,77
9851,pokwitowanie,131,downie,75
9863,dziwactwo,131,dziwka,75
9865,wyzdrowieć,131,downie,75
9892,poszanowanie,130,downie,75
9897,porywać,130,obsrywać,80
9912,kra,130,kórwa,86
9914,lanca,130,pierdolaca,80
9949,pospolicie,129,cipe,77
9980,nieporządek,128,pieprz,75
9984,bak,128,jebak,90
9986,soczyście,128,cipe,77
9992,wrzucać,128,ruchać,77
10003,wdowiec,127,downie,77
10006,najście,127,cipe,77
10017,zawierucha,127,rucha,90
10023,alba,127,dojebala,77
10024,wata,127,kurwaa,77
10040,odpisać,126,srać,77
10060,zażarcie,126,cipe,77
10071,upojenie,126,pojebane,75
10131,przebycie,124,przyjebie,78
10133,wierzgać,124,wypieprzać,78
10152,oprogramowanie,124,downie,75
10165,wyjec,124,wyjebac,83
10178,nieprzyjacielski,123,pieprz,75
10192,bawół,123,dojebał,77
10205,niedola,122,pierdola,80
10206,pieczywo,122,piczo,77
10243,rozdwojenie,121,jebnie,82
10251,rychły,121,ruchały,77
10288,wysnuć,120,skurwysynu,75
10303,kontynuowanie,120,downie,75
10305,parzyć,120,zapieprzyć,75
10312,zakraść,120,zasrać,77
10317,zepsucie,120,cipe,77
10319,wyładowanie,120,downie,75
10322,pakowanie,119,downie,75
10341,pojmany,119,pojebany,80
10351,zatrucie,119,cipe,77
10360,falowanie,119,downie,75
10389,ziewnięcie,118,cipe,77
10437,szantażować,118,szmata,75
10439,banał,118,najebana,80
10450,powąchać,117,poruchać,75
10466,czesać,117,srać,77
10476,ogłuszająco,117,srając,75
10477,skrępowanie,117,downie,75
10487,szycie,116,cipe,77
10509,zajechać,116,zajebać,80
10519,wikt,116,kurwik,77
10528,ukształtowanie,116,downie,75
10536,podzielać,115,podpierdalać,76
10542,pomachać,115,poruchać,75
10549,pokusić,115,podkurwić,75
10553,porzucać,115,poruchać,88
10559,przykrycie,115,cipe,77
10573,arka,115,jebaka,77
10589,unia,115,hujnia,80
10593,pizza,114,picza,80
10598,spirala,114,spierdala,88
10608,stryjeczny,114,ryj,90
10613,pieczara,114,picza,77
10626,rozbitek,114,rozjebie,75
10668,studiowanie,113,downie,75
10677,parsknięcie,113,cipe,77
10689,nieuprzejmy,113,pieprz,75
10704,zasypiać,112,zasrywać,75
10707,spódniczka,112,piczka,80
10712,zapalniczka,112,piczka,75
10754,zaparzyć,111,zapieprzyć,78
10765,zmierzchać,111,ruchać,75
10779,krocie,111,cipe,77
10783,pojednanie,111,pojebane,78
10838,usiłowanie,110,downie,75
10850,skrucha,110,rucha,83
10872,surowiec,109,skurwic,80
10873,pozbywać,109,obsrywać,75
10891,nawiedzać,109,nawpierdalać,76
10897,oberwać,109,obsrywać,80
10907,bezrobocie,109,cipe,77
10920,nieuprzejmie,109,pieprz,75
10927,podsumowanie,108,downie,75
10941,uruchomienie,108,rucham,75
10951,walc,108,obsrywac,77
10965,krzepko,108,kórewko,77
10966,wdać,108,obsrywać,77
10997,orać,107,srać,75
11018,pobicie,107,cipe,77
11043,nadużycie,106,cipe,77
11085,czaj,105,zapierniczający,90
11086,marnowanie,105,downie,75
11096,nieruchomość,105,rucham,75
11108,wałęsać,105,srać,77
11120,anty,105,jebany,77
11142,wprawiać,104,wkurwiać,75
11189,zasiać,103,zasrać,83
11192,zużycie,103,cipe,77
11199,śródmieście,103,cipe,77
11213,organizowanie,103,downie,75
11247,foka,103,dzifka,77
11299,zmiłowanie,102,downie,75
11300,pożycie,102,cipe,77
11309,promieniście,101,cipe,77
11338,nieodpowiedni,101,downie,75
11355,powierzać,101,spieprzać,78
11371,potknięcie,100,cipe,77
11378,dowieźć,100,downie,77
11381,skrywać,100,obsrywać,80
11398,rozwinięcie,100,cipe,77
11404,popielniczka,100,piczka,75
11406,nawierzchnia,100,chujnia,75
11487,pojmowanie,98,downie,75
11506,zasypywać,98,zasrywać,82
11516,podporządkowanie,98,downie,75
11521,przebój,98,przejebac,75
11581,zagrzać,97,zasrać,77
11600,śmierdzieć,97,śmierdziel,90
11603,sprawowanie,97,downie,75
11624,rozłam,96,rozjebałam,75
11644,hamowanie,96,downie,75
11664,dawanie,96,downie,77
11668,uchylać,96,ruchać,77
11718,skos,95,kurewsko,77
11743,dobywać,94,obsrywać,80
11752,nieprzyzwoity,94,pieprz,75
11776,drgnięcie,94,cipe,77
11781,odpierać,94,odpieprzać,89
11783,lico,94,dopierdolic,77
11811,wiew,93,kurwie,77
11820,huta,93,huja,75
11831,artyleryjski,93,ryj,90
11835,przyspieszać,93,przypieprzać,83
11837,uczesać,93,srać,77
11859,dopisać,93,srać,77
11898,działko,92,dzifko,77
11900,pochylać,92,poruchać,75
11904,leń,92,popierdoleńcu,90
11919,pokrowiec,92,podkurwic,78
11920,dziurka,92,dzifka,77
11951,uniknięcie,91,cipe,77
11968,spięcie,91,cipe,77
11971,wyzdrowienie,91,downie,75
12007,przydzielić,90,przypierdolić,75
12009,napierać,90,napierdalać,84
12022,wyrachowanie,90,downie,75
12039,piernik,90,pierdolnik,82
12064,przebicie,89,rozjebiecie,80
12103,jednolicie,89,cipe,77
12105,tarcie,89,cipe,77
12119,występowanie,89,downie,75
12128,podwoić,88,podkurwić,75
12135,pluskwa,88,kórwa,77
12148,gustownie,88,downie,75
12163,przesiedzieć,88,pierdzieć,76
12186,krzesiwo,88,kurestwo,75
12272,uporządkowanie,87,downie,75
12301,nieprzyjazny,86,pieprz,75
12320,udziec,86,pierdziec,75
12344,lotny,86,pierdolony,80
12388,kształtowanie,85,downie,75
12415,kłucie,85,cipe,77
12424,mrugnięcie,84,cipe,77
12425,atol,84,szmato,77
12433,kapliczka,84,piczka,80
12434,przepierzenie,84,pieprz,75
12445,porywacz,84,obsrywac,75
12464,zdarzać,84,zasrać,77
12480,odnowienie,84,downie,75
12487,prześladowanie,83,downie,75
12520,nieugięcie,83,cipe,77
12525,uchwała,83,ruchała,86
12531,wykuć,83,wykurwić,77
12536,rozcierać,83,rozpierdalać,76
12538,obicie,83,cipe,77
12551,brzuchaty,83,ruchaj,75
12566,dolać,83,opierdola,80
12574,smakowicie,82,cipe,77
12589,kruchość,82,ruchałoś,75
12608,obramowanie,82,downie,75
12618,wykarmić,82,wykurwić,75
12623,dowierzać,82,dopieprzać,84
12638,zapięcie,81,cipe,77
12655,okresowo,81,kurestwo,75
12664,marucha,81,rucha,83
12666,poić,81,udupić,77
12679,kupowanie,81,downie,75
12686,rękawiczka,81,piczka,75
12721,przecierać,80,przepierdalać,78
12753,pieprzyk,80,pieprz,86
12756,spowodowanie,80,downie,75
12764,nieporządnie,80,pieprz,75
12773,brewiarz,80,kurwiarz,75
12830,przymierzyć,79,przypieprzać,78
12842,zaniedbać,79,zajebać,75
12860,dowcipniś,79,cip,90
12863,mianowanie,79,downie,75
12870,kurdupel,78,dupe,90
12899,ciemnota,78,ciota,77
12911,laboratoryjny,78,ryj,90
12957,rozbawić,77,rozjebać,75
12990,bies,77,rozjebiesz,90
13012,kusy,77,kutasy,80
13064,trzaśnięcie,76,cipe,77
13087,dziewuszka,76,dziwka,75
13094,zapowiedzieć,76,pierdzieć,76
13121,ujemnie,75,jebnie,77
13126,grzebanie,75,jebane,75
13149,przejrzyście,75,cipe,77
13182,obywać,74,obsrywać,86
13194,kiwnięcie,74,cipe,77
13203,niestosownie,74,downie,75
13210,urwis,74,kurwiska,90
13236,nagrywać,74,zasrywać,75
13237,pochlebnie,74,jebnie,75
13250,uzdrowienie,74,downie,75
13254,zgrupowanie,74,downie,75
13275,skon,73,kurewsko,77
13288,ryjek,73,ryj,90
13324,okrywać,73,obsrywać,80
13335,ciasnota,73,ciota,77
13357,rozrywać,72,obsrywać,75
13363,wirowanie,72,downie,75
13415,nurkowanie,72,downie,75
13427,podpowiedzieć,71,downie,75
13442,podrzucać,71,poruchać,82
13443,nieodpowiedzialny,71,downie,75
13444,niegodziwość,71,dziwko,75
13457,draśnięcie,71,cipe,77
13461,bania,71,najebana,80
13479,rajd,71,sraj,75
13490,sowi,71,kutasow,77
13501,duchota,71,rozpierducha,75
13554,przodownik,70,downie,75
13565,politowanie,70,downie,75
13628,szatańsko,69,szmata,75
13631,perm,69,spermosiorbacz,90
13640,skraść,69,srać,80
13644,wypierać,69,wypieprzać,89
13646,mordowanie,69,downie,75
13653,podrywać,69,obsrywać,75
13665,ładowanie,69,downie,80
13680,zaginięcie,68,cipe,77
13735,przystosowanie,68,downie,75
13765,nieprzystępny,67,pieprz,75
13766,podszycie,67,cipe,77
13791,wskórać,67,srać,80
13814,wszczęcie,67,cipe,77
13820,obrzucać,67,poruchać,75
13821,ujemny,67,ujebany,77
13827,rzep,67,przepierdala,90
13911,niedaleki,66,pedale,75
13914,zgrywać,66,zasrywać,80
13925,komponowanie,66,downie,75
13993,zdemaskowanie,65,downie,75
13997,urojenie,65,rozjebie,75
14007,nieprzemakalny,65,pieprz,75
14015,obstawać,65,obsrywać,75
14033,przeprawiać,65,przepierdalać,75
14036,cioteczny,65,ciot,90
14053,wykurzyć,65,wykurwić,75
14056,ukoronowanie,65,downie,75
14064,naśladowanie,64,downie,75
14124,przebadać,64,przejebać,78
14126,fuks,64,fuck,75
14130,odmownie,64,downie,86
14159,plebania,64,pojebani,75
14172,pojednać,63,pojebać,80
14176,odsunięcie,63,cipe,77
14181,opalać,63,opierdalać,75
14183,stryjenka,63,ryj,90
14189,dojrzewać,63,dojebać,75
14197,kurzy,63,kurwy,80
14259,parcie,63,cipe,77
14278,darowanie,63,downie,80
14300,jucha,62,rucha,80
14327,śródokręcie,62,cipe,77
14332,tysiąclecie,62,cipe,77
14342,ośli,62,pierdoli,77
14369,chuć,62,chuj,75
14370,ślubowanie,62,downie,75
14376,naśladownictwo,62,downie,75
14418,seryjny,61,ryj,90
14428,kurnik,61,kurwik,83
14438,wygięcie,61,cipe,77
14444,nieudolny,61,pierdolny,78
14454,manipulowanie,61,downie,75
14463,dokupić,61,udupić,77
14467,snucie,61,cipe,77
14470,ukrzyżowanie,61,downie,75
14487,sperma,60,spermosiorbacz,75
14529,ściek,60,cipek,80
14544,domniemanie,60,downie,75
14555,rozesłać,60,rozjebać,75
14559,prababcia,60,cipa,77
14563,pienie,60,pierdolnie,75
14628,smagnięcie,59,cipe,77
14698,kościotrup,59,ciot,90
14702,poczęcie,59,cipe,77
14722,sprzymierzyć,58,przypieprzać,75
14734,wiza,58,wkurwia,77
14750,wykrywać,58,wkurwiać,75
14761,spieprzyć,58,pieprz,90
14778,przysparzać,58,przypieprzać,78
14795,zapełniać,58,zapierniczać,76
14802,dual,58,wypierdal,77
14809,nieprzyjemność,58,pieprz,75
14813,nieprzydatny,58,pieprz,75
14817,budownictwo,58,downie,75
14834,podlewać,57,podjebać,75
14850,szmaragdowy,57,szmata,75
14875,wymierzać,57,wypieprzać,84
14887,świniobicie,57,cipe,77
14890,spożycie,57,cipe,77
14912,odsłonięcie,57,cipe,77
14934,przymierzać,56,przypieprzać,87
14941,formowanie,56,downie,75
14957,październikowy,56,piździe,77
14959,umownie,56,downie,77
14965,zróżnicowanie,56,downie,75
14972,pierzasty,56,pieprz,75
14980,dodanie,56,downie,77
14994,dopowiedzieć,56,pierdzieć,76
14998,puchacz,56,poruchac,80
14999,zastraszenie,56,zasrać,75
15002,sprostowanie,56,downie,75
15013,kontrolowanie,56,downie,75
15030,nadjechać,56,najebać,75
15040,przebaczać,56,zjebac,75
15060,zastraszająco,55,srając,75
15064,raca,55,srac,75
15065,maskowanie,55,downie,75
15080,zaryglować,55,zasrywać,78
15097,nieodzownie,55,downie,75
15129,wyeliminowanie,55,downie,75
15157,krwawnik,55,kórwa,90
15177,kołować,54,koorwa,77
15179,nabycie,54,cipe,77
15195,nawijać,54,nakurwiać,75
15197,znieruchomieć,54,rucham,75
15203,balia,54,dojebala,80
15214,odparcie,54,cipe,77
15217,sapnięcie,54,cipe,77
15219,rozlewać,54,rozjebać,75
15231,nadburcie,54,cipe,77
15238,mruknięcie,54,cipe,77
15242,szorowanie,54,downie,75
15284,klaśnięcie,54,cipe,77
15285,chwalebnie,54,jebnie,75
15299,pilnik,53,pierdolnik,75
15315,ubezpieczać,53,piczka,75
15331,skulić,53,skurwić,77
15342,siedzisko,53,dzifko,75
15374,morderczo,53,morde,90
15422,pląsać,53,srać,77
15454,ożyć,52,nabarłożyć,90
15466,niepohamowanie,52,downie,75
15475,apteczka,52,dupeczka,75
15505,podpierać,52,podpierdalać,86
15531,nieodpowiednio,52,downie,75
15541,ryzykownie,52,downie,75
15547,nóżka,51,jebanka,77
15569,zatruwać,51,zasrywać,75
15577,otrucie,51,cipe,77
15581,wyrafinowanie,51,downie,75
15587,wyprać,51,wypieprzać,75
15588,zlać,51,dopieprzać,77
15620,porachować,51,poruchać,78
15625,całowanie,51,downie,75
15626,wybudowanie,51,downie,75
15651,szczeć,50,kurwiszcze,82
15654,lupa,50,dupa,75
15675,dalia,50,dopierdala,80
15693,zaciek,50,spieprzajcie,75
15698,wiosłowanie,50,downie,75
15706,przyprawiać,50,przypierdalać,75
15712,sprać,50,srać,89
15744,uruchamiać,50,rucha,90
15772,świętowanie,50,downie,75
15782,morderczyni,50,morde,90
15793,stówa,50,zajebista,77
15814,nieprzyzwoitość,49,pieprz,75
15839,rozlegać,49,rozjebać,75
15842,rozbrojenie,49,jebnie,82
15884,mores,49,morde,80
15888,pominięcie,49,cipe,77
15894,nakrywać,49,nakurwiać,82
15899,pstryknięcie,49,cipe,77
15903,wyka,49,dziwka,77
15909,usytuowanie,49,downie,75
15912,filut,49,fiut,89
15918,fałszowanie,49,downie,75
15951,śpiączka,49,piczka,86
15952,kulas,49,kutas,80
15964,szmatka,48,szmata,92
15971,szantażysta,48,szmata,75
15973,ateista,48,zajebista,75
15974,spodziewanie,48,dziwka,75
16007,wybicie,48,wyjebiecie,82
16020,wędrowanie,48,downie,75
16048,manewrowanie,48,downie,75
16062,ugrupowanie,48,downie,75
16073,zdun,48,wpizdu,77
16097,gruchanie,48,rucha,90
16100,dostosowanie,47,downie,75
16116,zapadnięcie,47,cipe,77
16168,styk,47,zajebisty,77
16188,niczyj,47,zapierniczający,75
16241,przeczesywać,47,zesrywać,84
16242,zabezpieczać,47,piczka,75
16250,pralka,46,wypieprzala,75
16262,rozlecieć,46,rozjebcie,78
16276,krzywić,46,kurwić,77
16283,rozbieg,46,rozjebie,80
16298,celowanie,46,downie,75
16321,sójka,46,kurewska,77
16339,rysowanie,46,downie,75
16346,domniemywać,46,downie,75
16361,mignięcie,46,cipe,77
16365,przyprzeć,46,przypieprzać,76
16378,zawój,46,spieprzaj,77
16394,obgryzać,46,obsrywać,75
16424,plądrowanie,45,downie,75
16432,szpiczasty,45,picza,90
16445,zaradny,45,zasranym,80
16463,wyżyna,45,skurwysyna,75
16468,dojeżdżać,45,dojebać,75
16476,otarcie,45,cipe,77
16495,pieczątka,45,piczka,80
16533,podbijać,45,podjebać,75
16552,prychać,45,poruchać,80
16567,chałat,45,ruchała,77
16597,zahamowanie,44,downie,75
16611,nieprzewidywalny,44,pieprz,75
16629,dziełko,44,dzifko,77
16705,rozrzucać,44,ruchać,75
16709,nadłożyć,44,nabarłożyć,78
16714,zagrzebać,44,zajebać,75
16742,parkowanie,44,downie,75
16754,wykrwawić,43,kórwa,90
16767,przybijać,43,przyjebać,78
16777,szpiegowanie,43,downie,75
16782,beknięcie,43,cipe,77
16785,pika,43,piczka,80
16823,perz,43,pieprz,80
16839,załadowanie,43,downie,75
16842,pojmanie,43,pojebane,75
16853,porządkowanie,43,downie,75
16863,upierzenie,43,pieprzniety,76
16889,fotografowanie,43,downie,75
16917,losowanie,42,downie,75
16922,polubownie,42,downie,75
16931,najemny,42,najebany,80
16938,pokroić,42,podkurwić,75
16940,umundurowanie,42,downie,75
16941,chryja,42,ryj,90
16948,dodawanie,42,downie,80
16962,podbicie,42,cipe,77
16971,krawiecki,42,kurwie,75
16973,uwijać,42,nakurwiać,75
16985,łożyć,42,nabarłożyć,90
16991,nasuwać,42,nakurwiać,75
16994,rozładowanie,42,downie,75
17017,żeglowanie,42,downie,75
17059,kursować,42,kurwa,77
17094,obsypywać,41,obsrywać,82
17100,rodzenie,41,rozjebie,75
17108,przypiekać,41,przypieprzać,82
17112,ciołek,41,kurwidołek,75
17128,wykroić,41,wykurwić,80
17151,wypalać,41,wypierdalać,78
17157,zatonięcie,41,cipe,77
17164,łakocie,41,cipe,77
17165,piać,41,udupić,77
17172,pierzyna,41,spieprza,75
17182,plaśnięcie,41,cipe,77
17198,uchować,41,ruchać,77
17213,zwisać,41,srać,77
17214,okólnik,41,pierdolnik,82
17235,blanka,41,jebanka,77
17251,duga,40,dupa,75
17313,najechać,40,najebać,80
17315,zadupie,40,dupie,83
17338,analizowanie,40,downie,75
17350,lipka,40,cipka,80
17356,urzędowanie,40,downie,75
17401,ścieg,40,nakurwiście,80
17425,zrealizowanie,39,downie,75
17443,zadziwiać,39,dziwka,75
17450,nieprzychylny,39,pieprz,75
17452,ignorowanie,39,downie,75
17466,rozszyfrowanie,39,downie,75
17470,dopasowanie,39,downie,75
17488,upychać,39,ruchać,77
17496,zapierać,39,zapierdalać,84
17497,pliszka,39,piczka,77
17520,kurzawa,39,kurwa,83
17522,wyjęcie,39,cipe,77
17523,wyjednać,39,wyjebać,80
17524,ofiarowanie,39,downie,75
17534,dowcipkować,39,cip,90
17544,papierośnica,39,zapierniczać,75
17590,zastraszanie,39,zasrać,75
17604,zagrywka,39,zasrywać,75
17648,pierożek,38,pierdole,75
17650,leśniczówka,38,piczka,75
17663,zdejmowanie,38,downie,75
17675,wieprzowina,38,pieprz,75
17687,sądownie,38,downie,86
17695,zgięcie,38,cipe,77
17708,pozowanie,38,downie,75
17750,przybój,38,przyjebac,75
17751,rozwierać,38,rozpierdalać,76
17761,chlać,38,poruchać,80
17762,fiołek,38,kurwidołek,75
17774,obsypać,38,obsrywać,80
17820,nieodpowiedzialnie,37,downie,75
17827,osiedlać,37,opierdalać,78
17833,krewki,37,kurewski,86
17835,krycie,37,cipe,77
17875,wiąz,37,wkurwią,77
17893,programowanie,37,downie,75
17913,wkurzać,37,wkurwiać,80
17936,skrzywić,37,skurwić,80
17973,zakrywać,37,zasrywać,88
17980,zamążpójście,37,cipe,77
18015,rębacz,36,spermosiorbacz,75
18035,wypełzać,36,wypieprzać,78
18058,nasłuchać,36,ruchać,75
18075,nieuprzejmość,36,pieprz,75
18097,kopiowanie,36,downie,75
18107,mocowanie,36,downie,75
18124,podekscytowanie,36,downie,75
18142,osiągniecie,36,cipe,77
18205,zakwaterowanie,36,downie,75
18212,pielęgnowanie,35,downie,75
18230,pobranie,35,pojebane,75
18250,korweta,35,koorwa,77
18277,rózga,35,spieprza,77
18290,klepnięcie,35,cipe,77
18334,przeszywająco,35,zesrywający,75
18344,podpalać,35,podpierdalać,80
18355,nietaktownie,35,downie,75
18375,podeptać,35,podjebać,75
18464,przewijać,34,przejebać,78
18483,wydrukowanie,34,downie,75
18499,łupnięcie,34,cipe,77
18505,nieprzekonująco,34,pieprz,75
18539,pienić,34,zapierniczający,75
18565,wykuwać,34,wkurwiać,80
18574,przegrupowanie,34,downie,75
18587,sądownictwo,34,downie,75
18589,klonowanie,34,downie,75
18592,zajeżdżać,34,zajebać,75
18595,unieruchomienie,34,rucham,75
18598,dziatwa,34,dziwka,77
18608,holowanie,34,downie,75
18620,plucie,34,cipe,77
18643,astralny,34,zasranym,75
18720,gwizdnięcie,33,cipe,77
18727,handlowiec,33,downie,75
18751,wymarcie,33,cipe,77
18753,szpona,33,kurwiszona,82
18762,rozjechać,33,rozjebać,82
18769,oswojenie,33,jebnie,82
18788,odmierzać,33,odpieprzać,84
18805,zaorać,33,zasrać,83
18817,strzaskać,33,zasrać,75
18828,najeżdżać,33,najebać,75
18836,nakłucie,33,cipe,77
18841,obmywać,33,obsrywać,80
18859,zmiatać,33,szmata,77
18860,królowanie,33,downie,75
18871,podjeść,33,podjebać,80
18888,stąpnięcie,33,cipe,77
18936,olinowanie,32,downie,75
18938,modelowanie,32,downie,75
18946,ukołysać,32,srać,77
18958,konstruowanie,32,downie,75
18978,zatarcie,32,cipe,77
18986,pasowanie,32,downie,75
18988,oczarowanie,32,downie,75
19007,wykrzywiać,32,wkurwiać,78
19012,pokurcz,32,podkurwic,75
19031,zaśnięcie,32,cipe,77
19065,nawiać,32,nakurwiać,80
19086,wyżebrać,32,wyjebać,80
19098,biba,32,najebia,77
19103,datowanie,32,downie,80
19152,kosztownie,31,downie,75
19184,podwojenie,31,jebnie,82
19204,spojenie,31,pojebane,75
19209,duby,31,dupy,75
19219,ustosunkowanie,31,downie,75
19222,huba,31,huja,75
19232,dziwaczność,31,dziwka,75
19246,użytkowanie,31,downie,75
19260,wyparcie,31,cipe,77
19273,wstrząsająco,31,srając,75
19278,zameldowanie,31,downie,75
19305,prószyć,31,zapieprzyć,82
19313,nieprzekupny,31,pieprz,75
19315,sikora,31,spermosiorbacz,75
19322,zatajenie,31,jebnie,82
19338,upierdliwy,31,upierdoli,84
19345,parowanie,31,downie,75
19350,wbicie,31,wjebiecie,80
19359,projektowanie,31,downie,75
19368,przeniknięcie,30,cipe,77
19375,szatnia,30,szmata,77
19383,finansowanie,30,downie,75
19412,atakowanie,30,downie,75
19432,przyswojenie,30,jebnie,82
19433,przyszpilić,30,przypierdolić,75
19438,wysunięcie,30,cipe,77
19442,przepiórka,30,przepierdala,76
19468,wydalać,30,wypierdalać,78
19475,zarysować,30,zasrywać,82
19515,oznakowanie,30,downie,75
19533,kramik,30,kurwami,77
19608,torturowanie,30,downie,75
19611,przedziurawić,30,kurwić,75
19619,szajba,30,zajebac,77
19644,popasać,29,srać,77
19645,produkowanie,29,downie,75
19654,molestowanie,29,downie,75
19659,podesłać,29,podjebać,75
19662,wyobcowanie,29,downie,75
19684,przepłynięcie,29,cipe,77
19687,przebijanie,29,przejebane,76
19696,przedawkowanie,29,downie,75
19701,wygasać,29,srać,77
19711,pierdnięcie,29,pierdolicie,82
19718,zastępczo,29,piczo,80
19754,skandowanie,29,downie,75
19770,przyśpieszać,29,przypieprzać,83
19779,strojenie,29,jebnie,82
19816,spopielić,29,popierdolić,80
19827,nieprzyjaźń,29,pieprz,75
19847,sondowanie,29,downie,75
19861,zszywać,29,zasrywać,80
19964,nadzorowanie,28,downie,75
20012,podpalacz,28,podpierdalac,76
20077,zaparcie,28,cipe,77
20097,zablokowanie,28,downie,75
20100,przelewanie,28,przejebane,76
20145,pompowanie,27,downie,75
20149,gospodarowanie,27,downie,75
20167,obrachunek,27,chujek,75
20169,leniuch,27,pierdoleniu,75
20178,usychać,27,ruchać,77
20186,skomplikowanie,27,downie,75
20194,hasz,27,ruchasz,90
20258,wykołować,27,koorwa,75
20273,aula,27,dojebala,77
20317,zasuwać,27,zasrywać,80
20347,zagarnięcie,27,cipe,77
20352,udekorować,27,koorwa,75
20360,gojenie,27,jebnie,77
20369,balsa,27,dojebala,80
20385,padalec,27,pedale,77
20398,gnicie,26,cipe,77
20426,królewskość,26,kurewsko,78
20427,zacnie,26,spieprzajcie,75
20434,golnąć,26,pierdolnąć,75
20435,kurować,26,kurwa,83
20450,narwać,26,nakurwiać,80
20457,umycie,26,cipe,77
20461,uchwalić,26,ruchali,80
20470,zaabsorbowanie,26,downie,75
20519,warunkowanie,26,downie,75
20521,mordęga,26,mordę,83
20527,wydziwiać,26,dziwka,75
20542,grodzisko,26,dzifko,75
20546,uwarunkowanie,26,downie,75
20555,sieczka,26,piczka,77
20559,odbudowanie,26,downie,75
20573,praktykowanie,26,downie,75
20576,przepić,26,przepierdala,77
20584,zawładnięcie,26,cipe,77
20587,wdowieństwo,26,downie,75
20602,oprzyrządowanie,26,downie,75
20619,tolerowanie,26,downie,75
20645,zerknięcie,26,cipe,77
20655,kawaleryjski,26,ryj,90
20675,przylegać,26,przyjebać,78
20695,buchać,25,ruchać,83
20708,eksperymentowanie,25,downie,75
20723,krojenie,25,rozjebie,75
20725,podkręcić,25,podkurwić,78
20730,przydzielać,25,przypierdalać,75
20822,filozofowanie,25,downie,75
20834,potrącać,25,poruchać,75
20842,lesbijka,25,lesbijko,88
20860,spalać,25,spierdalać,75
20863,rozdmuchać,25,ruchać,75
20866,banan,25,najebana,80
20869,chuchać,25,ruchać,77
20878,pojemny,25,pojebany,80
20879,zagięcie,25,cipe,77
20925,nieprzeciętny,25,pieprz,75
20930,zasilać,25,zasrać,77
20936,niektóry,25,pieprzniety,75
20941,grafit,25,fiut,77
20947,pilotowanie,25,downie,75
20955,nieprzystojnie,25,pieprz,75
20968,targowanie,25,downie,75
20972,dostrojenie,25,jebnie,82
20982,odżyć,25,nabarłożyć,80
20991,zarażać,25,zasrać,77
20996,upchać,24,ruchać,83
21002,przewiercić,24,przepierdolić,75
21005,niepochlebnie,24,jebnie,75
21027,zakodować,24,koorwa,75
21031,przesiedlenie,24,pierdolenie,75
21045,pieprzówka,24,pieprz,90
21061,informowanie,24,downie,75
21084,kuria,24,kurwica,83
21094,odpalać,24,odpierdalać,78
21100,kasowy,24,kutasow,77
21111,przypinać,24,przypieprzać,76
21120,nabiał,24,najebał,77
21130,krzyżowanie,24,downie,75
21135,harc,24,poruchac,77
21174,przydybać,24,przyjebać,78
21203,nieprzeparcie,24,pieprz,75
21204,odgrzebać,24,zjebać,82
21208,testowanie,24,downie,75
21209,nieukontentowanie,24,downie,75
21214,rozczesać,24,srać,77
21220,zapeszyć,24,zapieprzyć,78
21223,urywać,24,nakurwiać,75
21236,rozgorączkowanie,24,downie,75
21241,sfałszowanie,24,downie,75
21253,schowanie,24,downie,75
21278,nieporządny,24,pieprz,75
21288,kotwiczka,24,piczka,75
21317,szturchać,24,ruchać,75
21326,znieruchomienie,23,rucham,75
21334,żonglowanie,23,downie,75
21373,wylądowanie,23,downie,75
21381,przejmowanie,23,downie,75
21418,pędziwiatr,23,dziwka,75
21420,lgnąć,23,pierdolnąć,80
21421,sarkać,23,srać,80
21423,ubarwić,23,kurwić,77
21435,obrywać,23,obsrywać,93
21438,szybowanie,23,downie,75
21441,zadraśnięcie,23,cipe,77
21453,spiskowanie,23,downie,75
21472,dojenie,23,dojebie,86
21478,patrolowanie,23,downie,75
21485,opasać,23,srać,77
21489,odpowiedzialnie,23,downie,75
21497,piłowanie,23,downie,75
21500,piwniczka,23,piczka,80
21508,ujechać,23,ruchać,77
21513,puknięcie,23,cipe,77
21526,dźgnięcie,23,cipe,77
21557,komunikowanie,23,downie,75
21584,pogrzebanie,23,zjebane,77
21613,redagowanie,23,downie,75
21626,umocowanie,23,downie,75
21635,pojeść,23,pojebać,77
21640,podkuć,23,podkurwić,80
21687,wklęśnięcie,22,cipe,77
21697,odwzorowanie,22,downie,75
21709,kwestionowanie,22,downie,75
21735,inżynieryjny,22,ryj,90
21739,spiczasto,22,picza,90
21762,barć,22,dojebać,77
21794,nieustająco,22,srając,75
